,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,index,Unnamed: 0,bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,Fiction,Nonfiction,Young Adult,Childrens,New Adult,Fantasy,Erotica,History,Dystopia,Poetry,Biography,Manga,Thriller,Graphic Novels,Romance,university,relationships,break ups,divorce,weddings,death,family,friendship,labeled? ,Contains True?
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,65,149267.The_Stand,The Stand,False,"Stephen King (Goodreads Author), Bernie Wrightson (Illustrator)",4.34,This is the way the world ends: with a nanosecond of computer error in a Defense Department laboratory and a million casual contacts that form the links in a chain letter of death. And here is the bleak new world of the day after: a world stripped of its institutions and emptied of 99 percent of its people. A world in which a handful of panicky survivors choose sides -- or are chosen.,English,"9,780,000,000,000.00","['Horror', 'Fiction', 'Fantasy', 'Science Fiction', 'Post Apocalyptic', 'Thriller', 'Dystopia', 'Apocalyptic', 'Audiobook', 'Classics']","['Stuart Redman', 'Glenn Bateman', 'Nick Andros', 'Tom Cullen', 'Nadine Cross', 'Fran Goldsmith', 'Harold Lauder', 'Joe/Leo Rockway', 'Mother Abigail Freemantle', 'Randall Flagg', 'Trashcan Man', 'The Anti-Christ', 'Judge Farris', 'Larry Underwood', 'General William Starkey', 'Major Len Creighton', 'The Rat Man', 'Captain Trips', 'Charles D. Campion', 'Lucy Swann', 'Lloyd Henreid', 'Julie Lawry', 'Ralph Brentner', 'Dayna Jurgens', 'United States Military', 'American Law Enforcement', 'Kojak']",Hardcover,Complete & Uncut Edition,"1,153",Doubleday Books,"$32,994.00",10/3/1978,"['Locus Award Nominee for Best SF Novel (1979)', 'World Fantasy Award Nominee for Best Novel (1979)', 'Gandalf Award Nominee (1979)', 'Balrog Award Nominee for Best Novel (1979) (1980)']","616,021","['342747', '174680', '72341', '18056', '8197']",96.0,"['United States of America', 'New York City, New York (United States)', 'Boulder, Colorado (United States)', 'Las Vegas, Nevada (United States)', 'Arnett, Texas (United States)', 'Pennsylvania (United States)', 'Arkansas (United States)', 'Arizona (United States)', 'Nevada (United States)', 'Idaho (United States)', 'Boulder, Colorado (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1213131305l/149267.jpg,"391,883","4,242",$8.38,Fiction,False,False,False,False,Fantasy,False,False,Dystopia,False,False,False,Thriller,False,False,False,False,False,False,False,False,False,False,Yes,0.0
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,"26,166",878460.Tersias_the_Oracle,Tersias the Oracle,Wormwood #2,G.P. Taylor,3.20,"London is picking up the pieces after a near-Apocalypse—a comet has just missed the Earth, leaving the city in chaos.The streets have taken on a frenzied air, and swindlers and circus performers have come to town to take advantage of the confusion. In this time of uncertainty, only the blind boy oracle,Tersias, can see what the future holds. But awareness of his power is growing, and he is captured by Solomon, a false prophet whose purple-robed minions swarm London, looking for disciples. Tersias is just what Solomon needs, and with Tersias under his control, Solomon believes he’s finally in a position to complete his master plan. Tersias is not without friends—an unlikely alliance of teenage highwaymen and a charlatan magician swear to break down Solomon’s Citadel and rescue Tersias from his clutches. They wonder if Tersias’s power can save them all—but they haven’t realized the source of his second sight, and they aren’t aware of a much darker force that torments his soul . . .",English,"9,780,000,000,000.00","['Fantasy', 'Fiction', 'Young Adult', 'Urban Fantasy', 'Magic', 'Science Fiction', 'Childrens', 'Supernatural', 'Christian Fiction']",[],Paperback,False,262,Putnam Juvenile,April 20th 2006,10/30/2004,[],555,"['84', '128', '199', '104', '40']",74.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284662l/878460.jpg,97,1,$3.15,Fiction,False,Young Adult,Childrens,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Yes,1.0
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,"13,270",25467698-the-love-that-split-the-world,The Love That Split the World,False,Emily Henry (Goodreads Author),3.65,"Natalie Cleary must risk her future and leap blindly into a vast unknown for the chance to build a new world with the boy she loves.  Natalie’s last summer in her small Kentucky hometown is off to a magical start... until she starts seeing the “wrong things.” They’re just momentary glimpses at first—her front door is red instead of its usual green, there’s a pre-school where the garden store should be. But then her whole town disappears for hours, fading away into rolling hills and grazing buffalo, and Nat knows something isn’t right. That’s when she gets a visit from the kind but mysterious apparition she calls “Grandmother,” who tells her: “You have three months to save him.” The next night, under the stadium lights of the high school football field, she meets a beautiful boy named Beau, and it’s as if time just stops and nothing exists. Nothing, except Natalie and Beau. Emily Henry’s stunning debut novel is Friday Night Lights meets The Time Traveler’s Wife, and perfectly captures those bittersweet months after high school, when we dream not only of the future, but of all the roads and paths we’ve left untaken.",English,B015NTIXS8,"['Young Adult', 'Fantasy', 'Romance', 'Contemporary', 'Time Travel', 'Magical Realism', 'Science Fiction', 'Fiction', 'Paranormal', 'Mystery']",[],Kindle Edition,False,396,Razorbill,January 26th 2016,False,[],"9,532","['2400', '3081', '2708', '1004', '339']",86.0,['Kentucky (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433990957l/25467698._SY475_.jpg,186,2,False,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,Yes,1.0
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"8,810",15561.Wizard_at_Large,Wizard at Large,Magic Kingdom of Landover #3,Terry Brooks (Goodreads Author),3.84,"It all began when the half-able wizard Questor Thews announced that finally he could restore the Court Scribe Abernathy to human form. All went well until the wizard breahed the magic dust of his spell and suddenly sneezed. Then, where Abernathy had stood, there was only a bottle containing a particularly evil imp, who soon escapes.",English,"9,780,000,000,000.00","['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'Humor', 'Adventure', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Dragons']",[],Paperback,False,303,Orbit,Aug-99,8/12/1987,[],"15,522","['4178', '5689', '4666', '898', '91']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166673284l/15561.jpg,286,5,$0.85,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,"33,837",59417.The_Crystal_Frontier,The Crystal Frontier,False,"Carlos Fuentes, Alfred J. Mac Adam (Translator)",3.83,"From Mexico’s preeminent man of letters, “a Balzacian novel in nine masterly stories” (Vanity Fair) that explores the “uneven and painful meshing of two North american cultures” (Washington Post Book World). A New York Times Notable Book of the Year. A Los Angeles Times Best Book of the Year. Translated by Alfred Mac Adam.
",English,"9,780,000,000,000.00","['Fiction', 'Short Stories', 'Spanish Literature', 'School', '20th Century', 'Contemporary', 'Latin American Literature', 'Historical Fiction', 'Latin American', 'Sociology']",[],Paperback,False,280,Mariner Books,October 15th 1998,11/6/1995,[],"1,164","['308', '447', '323', '71', '15']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423106538l/59417.jpg,91,1,$3.89,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,"27,544",109726.The_Beautiful_Room_Is_Empty,The Beautiful Room Is Empty,The Edmund Trilogy #2,Edmund White,3.94,"When the narrator of White's poised yet scalding autobiographical novel first embarks on his sexual odyssey, it is the 1950s, and America is ""a big gray country of families on drowsy holiday."" That country has no room for a scholarly teenager with guilty but insatiable stirrings toward other men. Moving from a Midwestern college to the Stonewall Tavern on the night of the first gay uprising--and populated by eloquent queens, butch poseurs, and a fearfully incompetent shrink--The Beautiful Room is Empty conflates the acts of coming out and coming of age.",English,"9,780,000,000,000.00","['Fiction', 'LGBT', 'Gay', 'Queer', 'Gay Fiction', 'Novels', 'American', 'Literature', '20th Century', 'Literary Fiction']",[],Paperback,False,240,Vintage,October 4th 1994,10/30/1988,"[""Lambda Literary Award for Gay Men's Fiction (1989)""]","2,733","['860', '1069', '614', '152', '38']",93.0,"['New York City, New York (United States)', 'New York State (United States)', 'Detroit, Michigan (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327543239l/109726.jpg,96,1,$6.00,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,Yes,1.0
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,"10,828",2206960.Revelation,Revelation,Private #8,Kate Brian,4.12," The biggest mystery of all...and Reed is dying to learn the truth.    Two months after Cheyenne Martin was found dead in her Billings House dorm room, exclusive Easton Academy is rocked by another stunning revelation: Cheyenne was murdered. No one knows who the killer is, but everyone agrees that Reed Brennan, who took over Cheyenne's role as Billings's president, gained the most from her death. Once the most powerful girl on campus, Reed is now powerless to stop her classmates' accusing whispers. Rumors begin to swirl that she killed Cheyenne.   And just like that, Reed is kicked out of Billings.   She's lost everything -- her friends, her home, her boyfriend -- and Reed knows the only way to get it all back is to figure out who really murdered Cheyenne. And she has to do it fast because the killer is still out there. The more Reed investigates, the more she uncovers. And as any Billings Girl knows...secrets can be deadly.",English,"9,780,000,000,000.00","['Young Adult', 'Mystery', 'Chick Lit', 'Boarding School', 'Fiction', 'Contemporary', 'Romance', 'Teen', 'High School', 'Realistic Fiction']",[],Paperback,False,249,Simon Schuster Books for Young Readers,September 16th 2008,False,[],"7,449","['3328', '2221', '1441', '347', '112']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348928472l/2206960.jpg,218,3,$2.76,Fiction,False,Young Adult,False,False,False,False,False,False,False,False,False,False,False,Romance,False,False,False,False,False,False,False,False,Yes,0.0
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,"13,840",69935.Nice_Work,Nice Work,The Campus Trilogy #3,David Lodge,3.84,"When Vic Wilcox, MD of Pringle's engineering works, meets English lecturer Dr Robyn Penrose, sparks fly as their lifestyles and ideologies collide head on. But, in time, both parties make some surprising discoveries about each other's worlds - and about themselves.",English,"9,780,000,000,000.00","['Fiction', 'Humor', 'Novels', 'British Literature', 'Comedy', 'Academia', 'Contemporary', '20th Century', 'Literary Fiction', 'Literature']",[],Paperback,False,277,Penguin Books,July 27th 1990,10/30/1988,"['Booker Prize Nominee (1988)', 'Sunday Express Book of the Year (1988)']","4,953","['1196', '2140', '1294', '266', '57']",93.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309281878l/69935.jpg,180,2,$2.50,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Yes,1.0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,"18,210",11682486-the-search-for-artemis,The Search for Artemis,The Chronicles of Landon Wicker #1,P.D. Griffith (Goodreads Author),3.79,"Fifteen-year-old Landon Wicker is psychokinetic, but the tragic unleashing of his abilities forces him to run from everything he knows. Alone, terrified and unable to remember the events that compelled him to flee, Landon fights to survive and understand what's happening to him. He finds solace, however, in the company of hundreds of psychokinetics like him when he's brought to the Gymnasium.Forced into a life where people don't just see - but control - the world around them and teenagers lift city buses with a thought, Landon struggles to accept his new reality and the guilt over his painful secret. But everything changes when a chance encounter with a mysterious girl propels him on a hunt for answers. Uncovering dark truths the Gymnasium would do anything to keep hidden, Landon must choose where his loyalties lie.Will Landon accept his past - and his future? Will he discover the truth? What's hidden in the Restricted Tower, and who is Artemis?",English,"2,940,000,000,000.00","['Fantasy', 'Young Adult', 'Paranormal', 'Fiction', 'Science Fiction', 'Coming Of Age']",[],Nook,False,388,"Gryff Publishing, Ltd.",June 1st 2011,1/1/2011,[],98,"['31', '29', '30', '2', '6']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1308074351l/11682486.jpg,100,1,False,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,"31,392",22909838-the-mirror-king,The Mirror King,The Orphan Queen #2,Jodi Meadows (Goodreads Author),4.06,"Wilhelmina has a hundred enemies. HER FRIENDS HAVE TURNED. After her identity is revealed during the Inundation, Princess Wilhelmina is kept prisoner by the Indigo Kingdom, with the Ospreys lost somewhere in the devastated city. When the Ospreys’ leader emerges at the worst possible moment, leaving Wil’s biggest ally on his deathbed, she must become Black Knife to set things right.  HER MAGIC IS UNCONTROLLABLE. Wil’s power is to animate, not to give true life, but in the wraithland she commanded a cloud of wraith mist to save herself, and later ordered it solid. Now there is a living boy made of wraith—destructive and deadly, and willing to do anything for her. HER HEART IS TORN. Though she’s ready for her crown, declaring herself queen means war. Caught between what she wants and what is right, Wilhelmina realizes the throne might not even matter. Everyone thought the wraith was years off, but already it’s destroying Indigo Kingdom villages. If she can’t protect both kingdoms, soon there won’t be a land to rule. In this stunning conclusion to THE ORPHAN QUEEN, Jodi Meadows follows Wilhelmina’s breathtaking and brave journey from orphaned criminal on the streets to magic-wielding queen.",English,"9,780,000,000,000.00","['Fantasy', 'Young Adult', 'Romance', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Paranormal', 'Fiction', 'Adventure', 'Action']",[],Hardcover,False,531,Katherine Tegen Books,April 5th 2016,False,[],"6,098","['2336', '2203', '1217', '264', '78']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432742476l/22909838.jpg,94,1,$1.72,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,False,False,False,False,False,False,False,False,0.0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,"23,255",41184315-in-servitude,In Servitude,False,Heleen Kist (Goodreads Author),4.06,"When Grace’s beloved sister Glory dies in a car crash, her life spirals out of control. She discovers Glory was indebted to a local crime lord and laundering money through her café. What’s worse, Grace is now forced to take over.Defying her anxiety, Grace will stop at nothing to save herself and those Glory left behind from the clutches of Glasgow’s underworld. But her plans unravel when more family secrets emerge and Grace is driven to question everything she believed about her sister – even her death.Could Glory’s accident have been murder?",English,"9,780,000,000,000.00","['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Suspense']",[],Paperback,$1.00,337,Pollok Glen Publishing,August 23rd 2018,False,[],204,"['79', '76', '37', '7', '5']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534447154l/41184315._SY475_.jpg,99,1,$10.93,Fiction,False,False,False,False,False,False,False,False,False,False,False,Thriller,False,False,False,False,False,False,False,True,True,False,Yes,1.0
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,"47,060",84843.Kill_the_Messenger,Kill the Messenger,False,Tami Hoag (Goodreads Author),3.84,"With this new thriller, The New York Times bestselling author Tami Hoag delivers her own message to suspense fans everywhere: Don't turn off the lights, and keep reading if you dare. From the gritty streets of Los Angeles to its most protected enclaves of prestige and power to the ruthless glamour of Hollywood, a killer stalks his prey. A killer so merciless no one in his way is safe—not even the innocent.At the end of a long day battling street traffic, bike messenger Jace Damon has one last drop to make. But en route to delivering a package for one of L.A.'s sleaziest defense attorneys, he's nearly run down by a car, chased through back alleys, and shot at. Only the instincts acquired while growing up on the streets of L.A. allow him to escape with his life—and with the package someone wants badly enough to kill for. Jace returns to Lenny Lowell's office only to find the cops there, the lawyer dead, and Jace himself considered the prime suspect in the savage murder. Suddenly he's on the run from both the cops and a killer, and the key to saving himself and his ten-year-old brother is the envelope he still has—which holds a message no one wants delivered: the truth.In a city fueled by money, celebrity, and sensationalism, the murder of a bottom-feeding mouthpiece like Lenny Lowell won't make the headlines. So when detectives from the LAPD's elite robbery/homicide division show up, homicide detective Kev Parker wants to know why. Parker is on the downhill slide of a once-promising career, and he doesn't want to be reminded that he used to be one of the hotshots, working cases that made instant celebrities of everyone involved. Like the case of fading retty-boy actor Rob Cole, accused of the brutal murder of his wife, Tricia Crowne-Cole, daughter of one of the most powerful men in the city, L.A.'s latest ""crime of the century.""Robbery/Homicide has no reason to be looking at a dead small-time scumbag lawyer or chasing a bike messenger...unless there's something in it for them. Maybe Lenny Lowell had a connection to something big enough to be killed for. Parker begins a search for answers that will lead him to a killer—or the end of his career. Because if there's one lesson he's learned over the years, it's that in a town built on fantasy and fame, delivering the truth can be deadly.",English,"9,780,000,000,000.00","['Mystery', 'Thriller', 'Suspense', 'Fiction', 'Crime', 'Mystery Thriller', 'Romance', 'Audiobook', 'Romantic Suspense', 'Murder Mystery']","['Jace Damon', 'Kev Parker']",Paperback,False,528,Bantam,February 28th 2006,7/6/2004,[],"8,722","['2259', '3485', '2415', '462', '101']",94.0,"['Los Angeles area, California (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320483123l/84843.jpg,58,1,$6.39,Fiction,False,False,False,False,False,False,False,False,False,False,False,Thriller,False,Romance,False,False,False,False,False,False,False,False,Yes,0.0
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,"17,255",11382317-shades-of-blood,Shades of Blood,Warriors of Ankh #3,Samantha Young (Goodreads Author),4.13,"Eden’s life has taken a turn she would never have imagined. She’s gone from soul eater to warrior, left behind a family she was ashamed of and moved in with one she admires. She has a purpose, a future, and… she has Noah.Life should be good.But… the most fervent and powerful soul eaters are determined to take down the Ankh and Eden is the key to the destruction of the warrior race. Moreover, a shadowed enemy is still after Eden, and the mortal Warriors of Neith have chosen the worst time imaginable to start an uprising.With an enemy in every corner, the problems before her are overwhelming. Then again, Eden hasn’t come this far to let anyone snatch her new life from her… However, just when Eden thought she’d battled the monster within and won, the warrior who took something precious from her comes back into her life, tempting Eden to take a course of revenge there is no turning back from.A YA Paranormal Romance recommended for ages 16 and up.",English,"9,780,000,000,000.00","['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Mythology', 'Young Adult Paranormal', 'Supernatural', 'Vampires']","['Eden Winslow', 'Noah Valois']",Paperback,False,342,CreateSpace,December 12th 2011,12/5/2011,[],"3,562","['1446', '1311', '652', '129', '24']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326332785l/11382317.jpg,118,2,False,False,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,Yes,1.0
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,"46,288",2371356.Provenance,Provenance,Rogue Angel #11,"Alex Archer (pseudonym), Victor Milán",3.72,"When a mysterious man orchestrates an attack on archaeologist Annja Creed and then offers her an assignment, Annja is baffl ed. But the mission is too intriguing for her to refuse. She must fi nd an object that possesses a sacred and powerful secret offering atonement to anyone who uncovers it—or wreaking havoc on the world.Stolen from an ancient order of knights, the relic is now in the clutches of a band of pirates sailing the South China Sea. When a government leader threatens to destroy the pirate ship—along with the artifact—rather than let it get into the wrong hands, Annja must decide at what cost the sacred prize should be protected. Destroying it would defi le history. But saving it could bring about apocalypse.",English,"9,780,000,000,000.00","['Fantasy', 'Adventure', 'Fiction', 'Urban Fantasy', 'Action', 'Paranormal', 'Mystery', 'Archaeology', 'Supernatural', 'Womens']",[],Paperback,False,320,Gold Eagle,March 4th 2008,3/1/2008,[],606,"['141', '212', '207', '37', '9']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388235697l/2371356.jpg,62,1,$6.06,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,"23,401",32558283-spice-and-wolf-anniversary-collector-s-edition,Spice and Wolf Anniversary Collector's Edition,狼と香辛料 / Spice & Wolf: Light Novel #1-17,"Isuna Hasekura, Jyuu Ayakura (Artist)",4.73,"Spice and Wolf is ten years old! To commemorate this anniversary, Yen Press is producing a lavish tome collecting all seventeen original volumes of Spice and Wolf. Beautifully bound and impressively designed to give the impression of a medieval manuscript, the book will also include all of illustrator Jyuu Ayakura's original illustrations. This book will be the crown jewel in any collector's library!",English,"9,780,000,000,000.00","['Romance', 'Light Novel', 'Fantasy']",[],Hardcover,False,944,Yen Press,November 15th 2016,False,[],59,"['43', '16', '0', '0', '0']",100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479198341l/32558283._SX318_.jpg,99,1,False,False,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,False,False,False,False,False,False,False,Yes,0.0
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,"27,880",272773.The_Rest_of_the_Robots,The Rest of the Robots,Robot #0.2,Isaac Asimov,4.09,"The Rest of the Robots is the third timeless, amazing and amusing volume of Isaac Asimov's robot stories, offering golden insights into robot thought processes. Asimov's Three Laws of Robotics have since been programmed into real computers the Massachusetts Institute of Technology and used as the outline for a legal robotic charter in Korea. ROBOT TONY is the first robot designed to perform domestic duties by the US Robots and Mechanical Men Corporation. Is it Tony's fault that the lady of the house where he's field tested falls in love with him?ROBOT AL was intended for shipment to a mining outfit on the moon. Instead, he's loose in the mountains of Virginia...building from scraps of junk his very own, very dangerous disintegrator.ROBOT LENNY answers workaday questions in babytalk. So why is Dr Susan Calvin, the world's top robopsychologist, fascinated by this messed up specimen of an industrial robot?",English,"9,780,000,000,000.00","['Science Fiction', 'Fiction', 'Short Stories', 'Classics', 'Robots', 'Anthologies', 'Fantasy', 'Collections', 'Science Fiction Fantasy', 'Short Story Collection']","['Susan Calvin', 'Mike Donovan']",Mass Market Paperback,False,224,Granada Publishing in Panther books,"$1,968.00",10/30/1964,[],"4,842","['1627', '2129', '976', '101', '9']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335782165l/272773.jpg,96,1,$1.46,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,"42,223",6596697-deep-in-the-woods,Deep In the Woods,Vampire Babylon #6,Chris Marie Green (Goodreads Author),3.73,"With the female master of the London Underground in her hands, stuntwoman-turned­vampire hunter Dawn Madison must fight off her followers, a vicious pack of undead teenage girls who put the vamps Dawn had to deal with in Los Angeles to shame...",English,"9,780,000,000,000.00","['Vampires', 'Urban Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Supernatural', 'Fiction', 'Adult', 'Paranormal Romance']",[],Paperback,False,320,Ace,March 2nd 2010,1/25/2010,[],245,"['65', '79', '75', '21', '5']",89.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348808314l/6596697.jpg,77,1,$3.07,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,False,False,False,False,False,False,False,Yes,0.0
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,698,33507.Twenty_Thousand_Leagues_Under_the_Sea,Twenty Thousand Leagues Under the Sea,Captain Nemo #1,"Jules Verne, Anthony Bonner (Translator)",3.89,"When an unidentified “monster” threatens international shipping, French oceanographer Pierre Aronnax and his unflappable assistant Conseil join an expedition organized by the US Navy to hunt down and destroy the menace. After months of fruitless searching, they finally grapple with their quarry, but Aronnax, Conseil, and the brash Canadian harpooner Ned Land are thrown overboard in the attack, only to find that the “monster” is actually a futuristic submarine, the Nautilus, commanded by a shadowy, mystical, preternaturally imposing man who calls himself Captain Nemo. Thus begins a journey of 20,000 leagues—nearly 50,000 miles—that will take Captain Nemo, his crew, and these three adventurers on a journey of discovery through undersea forests, coral graveyards, miles-deep trenches, and even the sunken ruins of Atlantis. Jules Verne’s novel of undersea exploration has been captivating readers ever since its first publication in 1870, and Frederick Paul Walter’s reader-friendly, scientifically meticulous translation of this visionary science fiction classic is complete and unabridged down to the smallest substantive detail.",English,"9,780,000,000,000.00","['Classics', 'Science Fiction', 'Fiction', 'Adventure', 'Fantasy', 'France', 'Literature', 'Steampunk', 'Novels', 'Science Fiction Fantasy']","['Pierre Aronnax', 'Ned Land', 'Captain Nemo']",Hardcover,"Extraordinary Voyages, #6",394,Barnes & Noble,"$37,347.00",10/28/1970,[],"198,381","['60261', '73477', '50094', '11561', '2988']",93.0,"['Antarctica', 'Bahamas', 'Indian Ocean', 'Pacific Ocean', 'Atlantis', 'Red Sea', 'Mediterranean Sea']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494979127l/33507.jpg,"10,684",158,$4.36,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
