,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,bookId,title,series,author,description,isbn,genres,pages,publishDate,Fiction,Young Adult,Childrens,New Adult,Fantasy,History,Dystopia,Manga,Thriller,Graphic Novels,Romance,tokens,university,relationships,break ups,divorce,wedding,death,family,friendship,Life Event Categories,University_T,Relationships_T,Break_ups_T,Divorce_T,Wedding_T,Moving_T,Coming_of_age_T,Death_T,Family_T,Friendship_T
10,10,2178,2673,13595639-the-name-of-the-star,The Name of the Star,Shades of London #1,Maureen Johnson (Goodreads Author),"Jack the Ripper is back, and he's coming for Rory next....Louisiana teenager Rory Deveaux arrives in London to start a new life at boarding school just as a series of brutal murders mimicking the horrific Jack the Ripper killing spree of more than a century ago has broken out across the city. The police are left with few leads and no witnesses. Except one. Rory spotted the man believed to be the prime suspect. But she is the only one who saw him - the only one who can see him. And now Rory has become his next target...unless she can tap her previously unknown abilities to turn the tables.",9.78014E+12,"['Young Adult', 'Mystery', 'Fantasy', 'Paranormal', 'Ghosts', 'Fiction', 'Horror', 'Supernatural', 'Historical Fiction', 'Urban Fantasy']",372.0,October 2nd 2012,Fiction,Young Adult,,,Fantasy,,,,,,,"['jack', 'ripper', 'back', 'hes', 'coming', 'rory', 'nextlouisiana', 'teenager', 'rory', 'deveaux', 'arrives', 'london', 'start', 'new', 'life', 'boarding', 'school', 'series', 'brutal', 'murders', 'mimicking', 'horrific', 'jack', 'ripper', 'killing', 'spree', 'century', 'ago', 'broken', 'across', 'city', 'police', 'left', 'leads', 'witnesses', 'except', 'one', 'rory', 'spotted', 'man', 'believed', 'prime', 'suspect', 'one', 'saw', 'one', 'see', 'rory', 'become', 'next', 'targetunless', 'tap', 'previously', 'unknown', 'abilities', 'turn', 'tables']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
11,11,2438,3013,32628.The_Great_and_Secret_Show,The Great and Secret Show,Book of the Art #1,Clive Barker (Goodreads Author),"Clive Barker's bestseller Weaveworld astonished readers with his visionary range, establishing him as a master of fabulist literature. Now, with The Great and Secret Show he rises to new heights. In this unforgettable epic he wields the full power and sweep of his talents. ""Succinctly put,"" says Barker, ""it's about Hollywood, sex and Armageddon."" Memory, prophecy and fantasy; the past, the future, and the dreaming moment between are all one country living one immortal day. To know that is Wisdom. To use it is the Art. Armageddon begins with a murder in the Dead Letter Office in Omaha. A lake that has never existed falls from the clouds over Palomo Grove, CA. Young passion blossoms, as the world withers with war. The Great and Secret Show has begun on the stage of the world. Soon the final curtain must fall. In this, the First Book of the Art, Barker has created a masterpiece of the imagination that explores the uncharted territory within our secret lives and most private hearts. Sprawling, ambitious, triumphantly magical and satisfying, The Great and Secret Show  is what the rest of life is all about.",9.78006E+12,"['Horror', 'Fantasy', 'Fiction', 'Dark Fantasy', 'Science Fiction', 'Thriller', 'Supernatural', 'Urban Fantasy', 'Suspense', 'Science Fiction Fantasy']",658.0,November 3rd 1999,Fiction,,,,Fantasy,,,,Thriller,,,"['clive', 'barkers', 'bestseller', 'weaveworld', 'astonished', 'readers', 'visionary', 'range', 'establishing', 'master', 'fabulist', 'literature', 'great', 'secret', 'show', 'rises', 'new', 'heights', 'unforgettable', 'epic', 'wields', 'full', 'power', 'sweep', 'talents', 'succinctly', 'put', 'says', 'barker', 'hollywood', 'sex', 'armageddon', 'memory', 'prophecy', 'fantasy', 'past', 'future', 'dreaming', 'moment', 'one', 'country', 'living', 'one', 'immortal', 'day', 'know', 'wisdom', 'use', 'art', 'armageddon', 'begins', 'murder', 'dead', 'letter', 'office', 'omaha', 'lake', 'never', 'existed', 'falls', 'clouds', 'palomo', 'grove', 'ca', 'young', 'passion', 'blossoms', 'world', 'withers', 'war', 'great', 'secret', 'show', 'begun', 'stage', 'world', 'soon', 'final', 'curtain', 'must', 'fall', 'first', 'book', 'art', 'barker', 'created', 'masterpiece', 'imagination', 'explores', 'uncharted', 'territory', 'within', 'secret', 'lives', 'private', 'hearts', 'sprawling', 'ambitious', 'triumphantly', 'magical', 'satisfying', 'great', 'secret', 'show', 'rest', 'life']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
12,12,3239,4067,194366.The_Return_of_Sherlock_Holmes,The Return of Sherlock Holmes,Sherlock Holmes #6,"Arthur Conan Doyle, Angus Wilson (Foreword), Richard Lancelyn Green (Editor), Owen Dudley Edwards (Series Editor)","'Holmes,' I cried. 'Is it really you? Can it indeed be that you are alive? Is it possible that you succeeded in climbing out of that awful abyss?'Missing, presumed dead, for three years, Sherlock Holmes returns triumphantly to his dear companion Dr Watson. And not before time! London has never been in more need of his extraordinary services: a murderous individual with an air gun stalks the city.Among thirteen further brilliant tales of mystery, detection and deduction, Sherlock Holmes investigates the problem of the Norwood Builder, deciphers the message of the Dancing Men, and cracks the case of the Six Napoleons.",9.78019E+12,"['Mystery', 'Classics', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Audiobook', 'Mystery Thriller', 'Historical Fiction', 'British Literature']",455.0,October 28th 1993,Fiction,,,,,,,,,,,"['holmes', 'cried', 'really', 'indeed', 'alive', 'possible', 'succeeded', 'climbing', 'awful', 'abyssmissing', 'presumed', 'dead', 'three', 'years', 'sherlock', 'holmes', 'returns', 'triumphantly', 'dear', 'companion', 'dr', 'watson', 'time', 'london', 'never', 'need', 'extraordinary', 'services', 'murderous', 'individual', 'air', 'gun', 'stalks', 'cityamong', 'thirteen', 'brilliant', 'tales', 'mystery', 'detection', 'deduction', 'sherlock', 'holmes', 'investigates', 'problem', 'norwood', 'builder', 'deciphers', 'message', 'dancing', 'men', 'cracks', 'case', 'six', 'napoleons']",[],[],[],[],[],[],[],[],Death,,,,,,,,True,,
13,13,3674,4674,10955239-no-great-mischief,No Great Mischief,,Alistair MacLeod,"Alistair MacLeod musters all of the skill and grace that have won him an international following to give us No Great Mischief, the story of a fiercely loyal family and the tradition that drives it.Generations after their forebears went into exile, the MacDonalds still face seemingly unmitigated hardships and cruelties of life. Alexander, orphaned as a child by a horrific tragedy, has nevertheless gained some success in the world. Even his older brother, Calum, a nearly destitute alcoholic living on Toronto's skid row, has been scarred by another tragedy. But, like all his clansman, Alexander is sustained by a family history that seems to run through his veins. And through these lovingly recounted stories-wildly comic or heartbreakingly tragic-we discover the hope against hope upon which every family must sometimes rely.",9.78039E+12,"['Fiction', 'Canada', 'Historical Fiction', 'Canadian Literature', 'Literature', 'Contemporary', 'Literary Fiction', 'Novels', 'Scotland', 'Book Club']",304.0,November 28th 2011,Fiction,,,,,,,,,,,"['alistair', 'macleod', 'musters', 'skill', 'grace', 'international', 'following', 'give', 'us', 'great', 'mischief', 'story', 'fiercely', 'loyal', 'family', 'tradition', 'drives', 'itgenerations', 'forebears', 'went', 'exile', 'macdonalds', 'still', 'face', 'seemingly', 'unmitigated', 'hardships', 'cruelties', 'life', 'alexander', 'orphaned', 'child', 'horrific', 'tragedy', 'nevertheless', 'gained', 'success', 'world', 'even', 'older', 'brother', 'calum', 'nearly', 'destitute', 'alcoholic', 'living', 'torontos', 'skid', 'row', 'scarred', 'another', 'tragedy', 'like', 'clansman', 'alexander', 'sustained', 'family', 'history', 'seems', 'run', 'veins', 'lovingly', 'recounted', 'storieswildly', 'comic', 'heartbreakingly', 'tragicwe', 'discover', 'hope', 'hope', 'upon', 'every', 'family', 'must', 'sometimes', 'rely']",[],[],[],[],[],[],"['brother', 'family']",[],"Death, Family Relationships",,,,,,,,True,True,
14,14,3869,4919,60926.Lilith_s_Brood,Lilith's Brood,Xenogenesis #1-3,Octavia E. Butler,"Lilith Iyapo is in the Andes, mourning the death of her family, when war destroys Earth. Centuries later, she is resurrected -- by miraculously powerful unearthly beings, the Oankali. Driven by an irresistible need to heal others, the Oankali are rescuing our dying planet by merging genetically with mankind. But Lilith and all humanity must now share the world with uncanny, unimaginably alien creatures: their own children. This is their story...",9.78045E+12,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Speculative Fiction', 'Aliens', 'Dystopia', 'Feminism', 'Novels']",746.0,June 1st 2000,Fiction,,,,Fantasy,,Dystopia,,,,,"['lilith', 'iyapo', 'andes', 'mourning', 'death', 'family', 'war', 'destroys', 'earth', 'centuries', 'later', 'resurrected', 'miraculously', 'powerful', 'unearthly', 'beings', 'oankali', 'driven', 'irresistible', 'need', 'heal', 'others', 'oankali', 'rescuing', 'dying', 'planet', 'merging', 'genetically', 'mankind', 'lilith', 'humanity', 'must', 'share', 'world', 'uncanny', 'unimaginably', 'alien', 'creatures', 'children', 'story']",[],[],[],[],[],"['dying', 'death']",['family'],[],"Death, Family Relationships",,,,,,,,True,True,
15,15,4678,6024,889418.The_Star_Diaries,The Star Diaries: Further Reminiscences of Ijon Tichy,Ijon Tichy #1,"Stanisław Lem, Michael Kandel (translator)","“Lem muazzam bir hayal gücü zenginliğine ve karakter yaratma hünerine sahip. Çok komik, alaycı, şaşırtıcı ve bilgili bir yazar.”— Theodore SturgeonZaman atlamalarında sürekli kendine rastlayan bir gezgin, robotların dünyasını gözetlemeye giden bir casus, uzayda birbirinden garip canlılarla ve uygarlıklarla karşılaşan bir kâşif ve bir süpernova ormanında umutsuzca kaybolup çıkışı arayan bir yolcu. Uzay gezgini Ijon Tichy’nin akıl almaz maceralarına hoş geldiniz! Uzay yolculuğuna meraklı patatesler mi istersiniz ya da dindar robotlar mı veya insanlığın kıyım tarihini hafızalarından silemeyen robotlar, otuz iki kısım tekmili birden burada!  Dünyanın en büyük bilimkurgu yazarlarından biri olan Stanislaw Lem, bu eğlenceli romanında teknoloji, teoloji, rasyonel akıl gibi insanlık gururunun ikonlarını tiye alıyor.",9.78016E+12,"['Science Fiction', 'Fiction', 'Short Stories', 'Humor', 'Polish Literature', 'Fantasy', 'Classics', 'Poland', 'Science Fiction Fantasy', 'Speculative Fiction']",286.0,June 26th 1985,Fiction,,,,Fantasy,,,,,,,"['lem', 'muazzam', 'bir', 'hayal', 'gc', 'zenginliine', 'karakter', 'yaratma', 'hnerine', 'sahip', 'ok', 'komik', 'alayc', 'artc', 'bilgili', 'bir', 'yazar', 'theodore', 'sturgeonzaman', 'atlamalarnda', 'srekli', 'kendine', 'rastlayan', 'bir', 'gezgin', 'robotlarn', 'dnyasn', 'gzetlemeye', 'giden', 'bir', 'casus', 'uzayda', 'birbirinden', 'garip', 'canllarla', 'uygarlklarla', 'karlaan', 'bir', 'kif', 'bir', 'spernova', 'ormannda', 'umutsuzca', 'kaybolup', 'k', 'arayan', 'bir', 'yolcu', 'uzay', 'gezgini', 'ijon', 'tichynin', 'akl', 'almaz', 'maceralarna', 'ho', 'geldiniz', 'uzay', 'yolculuuna', 'merakl', 'patatesler', 'mi', 'istersiniz', 'ya', 'da', 'dindar', 'robotlar', 'veya', 'insanln', 'kym', 'tarihini', 'hafzalarndan', 'silemeyen', 'robotlar', 'otuz', 'iki', 'ksm', 'tekmili', 'birden', 'burada', 'dnyann', 'en', 'byk', 'bilimkurgu', 'yazarlarndan', 'biri', 'olan', 'stanislaw', 'lem', 'bu', 'elenceli', 'romannda', 'teknoloji', 'teoloji', 'rasyonel', 'akl', 'gibi', 'insanlk', 'gururunun', 'ikonlarn', 'tiye', 'alyor']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
16,16,4722,6087,15810499-gives-light,Gives Light,Gives Light #1,Rose Christo,"""Skylar is my name, tragically.""Sixteen-year-old Skylar is witty, empathetic, sensitive--and mute. Skylar hasn't uttered a single word since his mother died eleven years ago, a senseless tragedy he's grateful he doesn't have to talk about.When Skylar's father mysteriously vanishes one summer afternoon, Skylar is placed in the temporary custody of his only remaining relative, an estranged grandmother living on an Indian reservation in the middle of arid Arizona.Adapting to a brand new culture is the least of Skylar's qualms. Because Skylar's mother did not die a peaceful death. Skylar's mother was murdered eleven years ago on the Nettlebush Reserve. And her murderer left behind a son.And he is like nothing Skylar has ever known.",B008JYCVW4,"['M M Romance', 'Young Adult', 'LGBT', 'Contemporary', 'Romance', 'Disability', 'Fiction', 'Coming Of Age', 'Queer', 'Gay']",285.0,July 10th 2012,Fiction,Young Adult,,,,,,,,,Romance,"['skylar', 'name', 'tragicallysixteenyearold', 'skylar', 'witty', 'empathetic', 'sensitiveand', 'mute', 'skylar', 'hasnt', 'uttered', 'single', 'word', 'since', 'mother', 'died', 'eleven', 'years', 'ago', 'senseless', 'tragedy', 'hes', 'grateful', 'doesnt', 'talk', 'aboutwhen', 'skylars', 'father', 'mysteriously', 'vanishes', 'one', 'summer', 'afternoon', 'skylar', 'placed', 'temporary', 'custody', 'remaining', 'relative', 'estranged', 'grandmother', 'living', 'indian', 'reservation', 'middle', 'arid', 'arizonaadapting', 'brand', 'new', 'culture', 'least', 'skylars', 'qualms', 'skylars', 'mother', 'die', 'peaceful', 'death', 'skylars', 'mother', 'murdered', 'eleven', 'years', 'ago', 'nettlebush', 'reserve', 'murderer', 'left', 'behind', 'sonand', 'like', 'nothing', 'skylar', 'ever', 'known']",[],[],[],[],[],['death'],"['mother', 'father']",[],"Death, Family Relationships, Moving",,,,,,True,,True,True,
17,17,5058,6548,1422253.The_Accidental_Vampire,The Accidental Vampire,Argeneau #7,Lynsay Sands (Goodreads Author),"FATE GAVE HER FANGS...Ever since an accident turned her into a knockout vamp, Elvi Black's been catching her z's in a coffin, staying out of the sun, and giving up garlic. She knows there's more to being undead than what she saw in Dracula, but she can't very well ask her mortal friends about proper biting etiquette. But when her neighbors placed a personal ad for her in the local paper, she never imagined she'd meet Victor Argeneau, a vampire who could have his pick of any woman - dead or alive.HE'LL SHOW HER HOW TO USE THEM...Rich, powerful, and drop—dead gorgeous, Victor's the perfect man for a novice neck—biter like Elvi. He's willing to teach her everything he knows, but he'll have to do it fast. Someone's out to put a stake through her new vamp life, and only Victor can keep her safe - and satisfied - for all eternity.",9.78006E+12,"['Vampires', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Fiction', 'Urban Fantasy', 'Humor', 'Adult', 'Contemporary']",374.0,January 26th 2008,Fiction,,,,Fantasy,,,,,,Romance,"['fate', 'gave', 'fangsever', 'since', 'accident', 'turned', 'knockout', 'vamp', 'elvi', 'blacks', 'catching', 'zs', 'coffin', 'staying', 'sun', 'giving', 'garlic', 'knows', 'theres', 'undead', 'saw', 'dracula', 'cant', 'well', 'ask', 'mortal', 'friends', 'proper', 'biting', 'etiquette', 'neighbors', 'placed', 'personal', 'ad', 'local', 'paper', 'never', 'imagined', 'shed', 'meet', 'victor', 'argeneau', 'vampire', 'could', 'pick', 'woman', 'dead', 'alivehell', 'show', 'use', 'themrich', 'powerful', 'dropdead', 'gorgeous', 'victors', 'perfect', 'man', 'novice', 'neckbiter', 'like', 'elvi', 'hes', 'willing', 'teach', 'everything', 'knows', 'hell', 'fast', 'someones', 'put', 'stake', 'new', 'vamp', 'life', 'victor', 'keep', 'safe', 'satisfied', 'eternity']",[],[],[],[],[],[],[],['friends'],Romantic Relationships,,True,,,,,,,,
18,18,5202,6746,7443012-mid-ocean,Mid Ocean,,T. Rafael Cimino (Goodreads Author),"The Sea Holds Many Secrets. Special Agent Joel Kenyon, just out of the U.S. Customs Academy, has been assigned to the badlands of drug enforcement, the Florida Keys. In a short time he must adjust himself to lifestyle of sandals, Jimmy Buffett and the quest for the perfect frozen drink. Set in 1984, Mid Ocean will take you to the Caribbean wild west. A place tourists never see, where, for centuries, fortunes have been won and lost along the treacherous reefs; a haven divers and fishermen during the day; a conduit for smugglers at night. With the lure of easy money and the temptations available to those in authority, the lines of right and wrong are often blurred, testing even the strongest moral compass in an atmosphere where navigating a bad course can be deadly. In the end, Joel will question everyone, including himself in his quest for what is right and what is true. Mid Ocean was inspired by real-life events.",9.78062E+12,"['Fiction', 'Mystery Thriller']",422.0,December 9th 2009,Fiction,,,,,,,,,,,"['sea', 'holds', 'many', 'secrets', 'special', 'agent', 'joel', 'kenyon', 'us', 'customs', 'academy', 'assigned', 'badlands', 'drug', 'enforcement', 'florida', 'keys', 'short', 'time', 'must', 'adjust', 'lifestyle', 'sandals', 'jimmy', 'buffett', 'quest', 'perfect', 'frozen', 'drink', 'set', 'mid', 'ocean', 'take', 'caribbean', 'wild', 'west', 'place', 'tourists', 'never', 'see', 'centuries', 'fortunes', 'lost', 'along', 'treacherous', 'reefs', 'divers', 'fishermen', 'day', 'conduit', 'smugglers', 'night', 'lure', 'easy', 'money', 'temptations', 'available', 'authority', 'lines', 'right', 'wrong', 'often', 'blurred', 'testing', 'even', 'strongest', 'moral', 'compass', 'atmosphere', 'navigating', 'bad', 'course', 'deadly', 'end', 'joel', 'question', 'everyone', 'including', 'quest', 'right', 'true', 'mid', 'ocean', 'inspired', 'reallife', 'events']",[],[],[],[],[],[],[],[],Moving,,,,,,True,,,,
19,19,5517,7200,35410511-baby-teeth,Baby Teeth,,Zoje Stage (Goodreads Author),"Meet Hanna.She’s the sweet-but-silent angel in the adoring eyes of her Daddy. He’s the only person who understands her, and all Hanna wants is to live happily ever after with him. But Mommy stands in her way, and she’ll try any trick she can think of to get rid of her. Ideally for good.Meet Suzette.She loves her daughter, really, but after years of expulsions and strained home schooling, her precarious health and sanity are weakening day by day. As Hanna’s tricks become increasingly sophisticated, and Suzette's husband remains blind to the failing family dynamics, Suzette starts to fear that there’s something seriously wrong, and that maybe home isn’t the best place for their baby girl after all.",9.78125E+12,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult', 'Adult Fiction', 'Contemporary']",304.0,July 17th 2018,Fiction,,,,,,,,Thriller,,,"['meet', 'hannashes', 'sweetbutsilent', 'angel', 'adoring', 'eyes', 'daddy', 'hes', 'person', 'understands', 'hanna', 'wants', 'live', 'happily', 'ever', 'mommy', 'stands', 'way', 'shell', 'try', 'trick', 'think', 'get', 'rid', 'ideally', 'goodmeet', 'suzetteshe', 'loves', 'daughter', 'really', 'years', 'expulsions', 'strained', 'home', 'schooling', 'precarious', 'health', 'sanity', 'weakening', 'day', 'day', 'hannas', 'tricks', 'become', 'increasingly', 'sophisticated', 'suzettes', 'husband', 'remains', 'blind', 'failing', 'family', 'dynamics', 'suzette', 'starts', 'fear', 'theres', 'something', 'seriously', 'wrong', 'maybe', 'home', 'isnt', 'best', 'place', 'baby', 'girl']",[],[],[],[],[],[],['family'],[],Family Relationships,,,,,,,,,True,
20,20,5558,7265,7327326-half-upon-a-time,Half Upon a Time,Half Upon a Time #1,James Riley (Goodreads Author),"Life’s no fairy tale for Jack. After all, his father's been missing ever since that incident with the beanstalk and the giant, and his grandfather keeps pushing him to get out and find a princess to rescue. Who'd want to rescue a snobby, entitled princess anyway? Especially one that falls out of the sky wearing a shirt that says ""Punk Princess,"" and still denies she's royalty. In fact, May doesn't even believe in magic. Yeah, what's that about? May does need help though--a huntsman is chasing her, her grandmother has been kidnapped, and Jack thinks it’s all because of the Wicked Queen . . . mostly because May’s grandmother might just be the long-lost Snow White. Jack and May's thrillingly hilarious adventure combines all the classic stories—fractured as a broken magic mirror—into the first of an epic new series of novels for the ages.",9.78142E+12,"['Fantasy', 'Middle Grade', 'Fairy Tales', 'Adventure', 'Childrens', 'Fiction', 'Retellings', 'Magic', 'Young Adult', 'Humor']",385.0,September 7th 2010,Fiction,Young Adult,Childrens,,Fantasy,,,,,,,"['lifes', 'fairy', 'tale', 'jack', 'fathers', 'missing', 'ever', 'since', 'incident', 'beanstalk', 'giant', 'grandfather', 'keeps', 'pushing', 'get', 'find', 'princess', 'rescue', 'whod', 'want', 'rescue', 'snobby', 'entitled', 'princess', 'anyway', 'especially', 'one', 'falls', 'sky', 'wearing', 'shirt', 'says', 'punk', 'princess', 'still', 'denies', 'shes', 'royalty', 'fact', 'may', 'doesnt', 'even', 'believe', 'magic', 'yeah', 'whats', 'may', 'need', 'help', 'thougha', 'huntsman', 'chasing', 'grandmother', 'kidnapped', 'jack', 'thinks', 'wicked', 'queen', 'mostly', 'mays', 'grandmother', 'might', 'longlost', 'snow', 'white', 'jack', 'mays', 'thrillingly', 'hilarious', 'adventure', 'combines', 'classic', 'storiesfractured', 'broken', 'magic', 'mirrorinto', 'first', 'epic', 'new', 'series', 'novels', 'ages']",[],[],[],[],[],[],[],[],"Family Relationships, ",,,,,,,,,True,
21,21,5636,7365,25743.The_Slave,The Slave,,"Isaac Bashevis Singer, Cecil Hemley (Translator)","Four years after the Chmielnicki massacres of the seventeenth century, Jacob, a slave and cowherd in a Polish village high in the mountains, falls in love with Wanda, his master's daughter. Even after he is ransomed, he finds he can't live without her, and the two escape together to a distant Jewish community. Racked by his consciousness of sin in taking a Gentile wife and by the difficulties of concealing her identity, Jacob nonetheless stands firm as the violence of the era threatens to destroy the ill-fated couple. ",9.78037E+12,"['Fiction', 'Historical Fiction', 'Classics', 'Jewish', 'Literature', 'Nobel Prize', 'Novels', 'Poland', 'Polish Literature', 'Historical']",320.0,October 1st 1988,Fiction,,,,,,,,,,,"['four', 'years', 'chmielnicki', 'massacres', 'seventeenth', 'century', 'jacob', 'slave', 'cowherd', 'polish', 'village', 'high', 'mountains', 'falls', 'love', 'wanda', 'masters', 'daughter', 'even', 'ransomed', 'finds', 'cant', 'live', 'without', 'two', 'escape', 'together', 'distant', 'jewish', 'community', 'racked', 'consciousness', 'sin', 'taking', 'gentile', 'wife', 'difficulties', 'concealing', 'identity', 'jacob', 'nonetheless', 'stands', 'firm', 'violence', 'era', 'threatens', 'destroy', 'illfated', 'couple']",[],[],[],[],[],[],[],[],"Romantic Relationships, Moving",,True,,,,True,,,,
22,22,6061,7959,99702.Island_in_the_Sea_of_Time,Island in the Sea of Time,Island in the Sea of Time #1,S.M. Stirling,"""Utterly engaging...a page-turner that is certain to win the author legions of new readers and fans.""--George R. R. Martin, author of A Game of ThronesIt's spring on Nantucket and everything is perfectly normal, until a sudden storm blankets the entire island. When the weather clears, the island's inhabitants find that they are no longer in the late twentieth century...but have been transported instead to the Bronze Age! Now they must learn to survive with suspicious, warlike peoples they can barely understand and deal with impending disaster, in the shape of a would-be conqueror from their own time.",9.78045E+12,"['Science Fiction', 'Alternate History', 'Fantasy', 'Time Travel', 'Fiction', 'Historical Fiction', 'Science Fiction Fantasy', 'Historical', 'Audiobook', 'Adventure']",608.0,March 1st 1998,Fiction,,,,Fantasy,,,,,,,"['utterly', 'engaginga', 'pageturner', 'certain', 'win', 'author', 'legions', 'new', 'readers', 'fansgeorge', 'r', 'r', 'martin', 'author', 'game', 'thronesits', 'spring', 'nantucket', 'everything', 'perfectly', 'normal', 'sudden', 'storm', 'blankets', 'entire', 'island', 'weather', 'clears', 'islands', 'inhabitants', 'find', 'longer', 'late', 'twentieth', 'centurybut', 'transported', 'instead', 'bronze', 'age', 'must', 'learn', 'survive', 'suspicious', 'warlike', 'peoples', 'barely', 'understand', 'deal', 'impending', 'disaster', 'shape', 'wouldbe', 'conqueror', 'time']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
23,23,6071,7971,26156987-if-i-was-your-girl,If I Was Your Girl,,Meredith Russo (Goodreads Author),"A new kind of big-hearted novel about being seen for who you really are.Amanda Hardy is the new girl in school. Like anyone else, all she wants is to make friends and fit in. But Amanda is keeping a secret, and she's determined not to get too close to anyone. But when she meets sweet, easygoing Grant, Amanda can't help but start to let him into her life. As they spend more time together, she realizes just how much she is losing by guarding her heart. She finds herself yearning to share with Grant everything about herself, including her past. But Amanda's terrified that once she tells him the truth, he won't be able to see past it. Because the secret that Amanda's been keeping? It's that at her old school, she used to be Andrew. Will the truth cost Amanda her new life, and her new love? Meredith Russo's If I Was Your Girl is a universal story about feeling different and a love story that everyone will root for.",9.78125E+12,"['Young Adult', 'LGBT', 'Contemporary', 'Romance', 'Fiction', 'Queer', 'Realistic Fiction', 'Audiobook', 'Transgender', 'Young Adult Contemporary']",280.0,May 3rd 2016,Fiction,Young Adult,,,,,,,,,Romance,"['new', 'kind', 'bighearted', 'novel', 'seen', 'really', 'areamanda', 'hardy', 'new', 'girl', 'school', 'like', 'anyone', 'else', 'wants', 'make', 'friends', 'fit', 'amanda', 'keeping', 'secret', 'shes', 'determined', 'get', 'close', 'anyone', 'meets', 'sweet', 'easygoing', 'grant', 'amanda', 'cant', 'help', 'start', 'let', 'life', 'spend', 'time', 'together', 'realizes', 'much', 'losing', 'guarding', 'heart', 'finds', 'yearning', 'share', 'grant', 'everything', 'including', 'past', 'amandas', 'terrified', 'tells', 'truth', 'wont', 'able', 'see', 'past', 'secret', 'amandas', 'keeping', 'old', 'school', 'used', 'andrew', 'truth', 'cost', 'amanda', 'new', 'life', 'new', 'love', 'meredith', 'russos', 'girl', 'universal', 'story', 'feeling', 'different', 'love', 'story', 'everyone', 'root']",[],[],[],[],[],[],[],['friends'],"Romantic Relationships, Moving, ",,True,,,,True,,,,
